               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  29,            0.037489,            0.012062,           0.0027432,             0.96589,             0.92154,             0.96245,             0.61195,            0.032693,            0.005664,           0.0019918,            0.006535,            0.006535,            0.006535
                  30,            0.035925,            0.011591,           0.0025763,             0.95474,             0.91803,             0.95904,             0.57614,            0.032517,           0.0057443,           0.0021148,           0.0064112,           0.0064112,           0.0064112
                  31,             0.03686,            0.011817,           0.0025776,             0.96007,             0.90628,             0.94826,             0.65177,            0.029588,           0.0056585,           0.0020216,           0.0062875,           0.0062875,           0.0062875
                  32,            0.035896,            0.011931,           0.0025651,             0.94316,             0.93068,             0.96379,             0.64202,            0.032745,           0.0057201,           0.0020633,           0.0061637,           0.0061637,           0.0061637
                  33,            0.034844,            0.011124,           0.0027351,             0.94543,              0.9206,             0.96061,             0.62444,             0.03141,           0.0057525,            0.002048,             0.00604,             0.00604,             0.00604
                  34,             0.03471,             0.01138,           0.0027233,             0.96413,             0.91846,             0.94871,             0.62678,            0.030268,           0.0056913,           0.0019854,           0.0059163,           0.0059163,           0.0059163
                  35,             0.03473,            0.011461,           0.0023394,             0.96363,             0.91599,             0.96238,              0.6324,            0.031466,           0.0057735,           0.0019141,           0.0057925,           0.0057925,           0.0057925
                  36,            0.032876,             0.01135,           0.0019118,             0.96947,             0.92676,             0.96472,             0.65628,            0.029236,           0.0055802,           0.0017743,           0.0056688,           0.0056688,           0.0056688
                  37,            0.032469,            0.011408,           0.0022956,             0.96655,             0.93972,             0.96651,             0.64808,            0.029964,           0.0054732,            0.001699,            0.005545,            0.005545,            0.005545
                  38,            0.033531,            0.011597,           0.0020564,              0.9508,             0.91605,             0.96144,             0.65494,            0.028225,           0.0053662,           0.0016497,           0.0054212,           0.0054212,           0.0054212
                  39,            0.032727,            0.011434,           0.0021157,             0.95742,             0.91108,             0.94441,             0.66917,            0.027334,           0.0052204,           0.0016584,           0.0052975,           0.0052975,           0.0052975
                  40,            0.033875,            0.011029,           0.0018949,             0.92727,              0.9224,             0.95484,             0.65463,            0.027816,           0.0052136,            0.001662,           0.0051737,           0.0051737,           0.0051737
                  41,            0.031823,            0.011081,           0.0023039,             0.94661,              0.9023,             0.95889,              0.6951,            0.027747,           0.0052195,           0.0016643,             0.00505,             0.00505,             0.00505
                  42,             0.03314,            0.011173,           0.0018847,             0.96773,             0.91803,             0.96334,             0.69453,            0.026908,           0.0051856,           0.0015854,           0.0049263,           0.0049263,           0.0049263
                  43,            0.030259,            0.010294,           0.0017227,             0.95032,             0.92788,             0.96357,              0.6958,            0.027464,           0.0050984,           0.0015541,           0.0048025,           0.0048025,           0.0048025
                  44,            0.032816,            0.011446,           0.0019576,             0.97013,             0.93509,             0.97168,             0.66654,            0.027309,            0.005143,           0.0016029,           0.0046788,           0.0046788,           0.0046788
                  45,            0.030642,            0.010273,           0.0019774,             0.96157,             0.92841,             0.96127,             0.70007,             0.02572,           0.0050577,             0.00161,            0.004555,            0.004555,            0.004555
                  46,            0.031629,            0.010774,            0.002157,             0.95584,             0.92544,             0.96231,             0.68024,            0.025588,           0.0051079,           0.0015967,           0.0044313,           0.0044313,           0.0044313
                  47,            0.029691,            0.010561,           0.0015291,             0.96909,             0.90243,             0.96442,             0.68305,            0.026874,           0.0051376,           0.0015414,           0.0043075,           0.0043075,           0.0043075
                  48,            0.030915,            0.010607,           0.0016565,             0.97966,             0.93246,             0.97339,             0.68847,            0.025156,           0.0050692,           0.0014602,           0.0041837,           0.0041837,           0.0041837
                  49,              0.0285,            0.010008,              0.0016,             0.97714,             0.92401,             0.97085,             0.71132,            0.025044,           0.0050774,           0.0014592,             0.00406,             0.00406,             0.00406
                  50,            0.029712,            0.010741,           0.0015653,             0.96102,             0.92689,             0.96834,             0.71576,            0.025357,           0.0050505,           0.0015191,           0.0039362,           0.0039362,           0.0039362
                  51,            0.030574,             0.01042,           0.0021737,             0.94898,             0.92835,             0.96696,              0.6849,            0.025657,           0.0050142,           0.0015746,           0.0038125,           0.0038125,           0.0038125
                  52,            0.030267,            0.010515,           0.0020872,             0.95602,             0.94039,             0.96957,             0.70898,            0.024953,           0.0049371,           0.0016427,           0.0036888,           0.0036888,           0.0036888
                  53,            0.029335,            0.010281,           0.0016339,             0.95665,             0.94878,             0.97255,             0.69972,            0.024995,           0.0048927,           0.0016359,            0.003565,            0.003565,            0.003565
                  54,            0.028027,            0.010378,           0.0020233,             0.95609,             0.92149,             0.96175,             0.71905,            0.023074,           0.0048439,           0.0015778,           0.0034413,           0.0034413,           0.0034413
                  55,            0.027231,            0.010396,           0.0017413,             0.93931,             0.93481,             0.95965,             0.70828,            0.025285,           0.0048899,           0.0015511,           0.0033175,           0.0033175,           0.0033175
                  56,            0.027411,            0.010097,           0.0015291,              0.9464,             0.92676,             0.95929,              0.7127,            0.023346,           0.0047628,           0.0014749,           0.0031938,           0.0031938,           0.0031938
                  57,            0.026741,            0.010653,           0.0015607,             0.95978,             0.93496,             0.96672,             0.70534,            0.024147,           0.0048335,           0.0014047,             0.00307,             0.00307,             0.00307
                  58,            0.026186,           0.0094114,           0.0013261,             0.95285,             0.93594,             0.96694,             0.70145,            0.024164,           0.0048412,           0.0013982,           0.0029462,           0.0029462,           0.0029462
                  59,            0.027591,           0.0097148,           0.0018121,             0.95349,             0.93472,              0.9673,             0.73241,            0.022584,           0.0047678,           0.0013902,           0.0028225,           0.0028225,           0.0028225
                  60,            0.027101,           0.0095242,           0.0017872,             0.96307,               0.941,             0.96833,             0.75374,            0.022746,           0.0047653,           0.0013439,           0.0026987,           0.0026987,           0.0026987
                  61,            0.026199,             0.00963,           0.0019742,             0.96443,             0.93328,             0.96791,             0.72155,            0.023472,           0.0048526,           0.0013396,            0.002575,            0.002575,            0.002575
                  62,            0.026671,            0.010287,            0.001604,             0.95601,             0.93496,             0.96674,             0.74703,             0.02321,           0.0047401,           0.0013492,           0.0024513,           0.0024513,           0.0024513
                  63,            0.026146,           0.0097958,           0.0014185,             0.95524,             0.93496,              0.9662,             0.73286,            0.022481,           0.0047421,           0.0013372,           0.0023275,           0.0023275,           0.0023275
                  64,            0.025346,           0.0099406,           0.0013616,             0.96281,             0.93496,             0.96792,             0.74745,            0.021423,           0.0046236,           0.0013357,           0.0022038,           0.0022038,           0.0022038
                  65,            0.025022,           0.0096467,           0.0012648,             0.96871,             0.93496,             0.96943,             0.76033,            0.021031,           0.0045815,           0.0013755,             0.00208,             0.00208,             0.00208
                  66,            0.024997,           0.0094986,           0.0013508,             0.96815,             0.93496,             0.96889,             0.74578,            0.022883,           0.0046207,           0.0013875,           0.0019563,           0.0019563,           0.0019563
                  67,            0.024733,            0.009702,           0.0012949,             0.96144,              0.9398,             0.96943,             0.75076,            0.021603,           0.0045663,            0.001314,           0.0018325,           0.0018325,           0.0018325
                  68,            0.024504,           0.0096247,           0.0018958,             0.96232,             0.92837,             0.96912,             0.75061,            0.021485,            0.004612,           0.0012709,           0.0017087,           0.0017087,           0.0017087
                  69,             0.02396,            0.009315,           0.0014402,             0.95114,             0.92748,             0.96866,             0.75283,            0.021614,           0.0045845,           0.0012937,            0.001585,            0.001585,            0.001585
                  70,            0.023703,           0.0094383,           0.0010341,             0.94932,             0.93134,             0.96875,             0.75324,            0.021715,           0.0045554,           0.0012517,           0.0014612,           0.0014612,           0.0014612
                  71,            0.024744,           0.0094719,           0.0014408,             0.95433,             0.93433,             0.96933,              0.7471,            0.021471,           0.0045365,           0.0012275,           0.0013375,           0.0013375,           0.0013375
                  72,            0.024309,           0.0094525,           0.0014681,             0.95624,             0.94058,             0.97153,             0.74291,            0.021208,           0.0045225,           0.0012092,           0.0012138,           0.0012138,           0.0012138
                  73,            0.023828,             0.00971,           0.0013174,             0.97093,             0.93274,             0.97152,             0.75215,            0.021203,           0.0044976,            0.001186,             0.00109,             0.00109,             0.00109
                  74,            0.023827,           0.0096466,           0.0012015,             0.97458,             0.93025,             0.97286,             0.75506,            0.021275,           0.0044953,           0.0011703,          0.00096625,          0.00096625,          0.00096625
                  75,            0.023244,            0.009656,           0.0015348,             0.97414,             0.93488,             0.96952,             0.76496,            0.020943,           0.0044407,           0.0011504,           0.0008425,           0.0008425,           0.0008425
                  76,            0.022971,           0.0093264,           0.0011985,             0.96459,              0.9256,             0.96497,             0.76754,            0.020564,           0.0044229,           0.0011505,          0.00071875,          0.00071875,          0.00071875
                  77,            0.023261,           0.0094528,           0.0012666,             0.95514,             0.94061,             0.97147,             0.77368,            0.020377,           0.0044187,           0.0011179,            0.000595,            0.000595,            0.000595
                  78,            0.022102,           0.0097419,           0.0011268,             0.95132,             0.94964,             0.97252,             0.76799,            0.020175,           0.0043965,           0.0011174,          0.00047125,          0.00047125,          0.00047125
                  79,             0.02238,           0.0088561,           0.0012241,              0.9558,             0.93303,             0.97167,             0.77121,            0.020176,           0.0044128,           0.0011245,           0.0003475,           0.0003475,           0.0003475
