               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,            0.043658,            0.013505,           0.0031962,              0.9165,             0.86965,             0.92575,              0.5785,            0.036977,           0.0068547,           0.0022474,           0.0066587,           0.0066587,           0.0066587
                  29,            0.042192,            0.013265,           0.0034129,             0.91932,             0.85337,             0.91975,             0.56784,            0.037735,           0.0068016,           0.0022862,            0.006535,            0.006535,            0.006535
                  30,            0.041976,            0.012661,           0.0028618,             0.91781,             0.86657,             0.93053,             0.54176,             0.03646,           0.0066422,           0.0022297,           0.0064112,           0.0064112,           0.0064112
                  31,            0.042205,            0.013205,           0.0033237,             0.91155,             0.85355,             0.91604,             0.58834,            0.036023,            0.006585,            0.002183,           0.0062875,           0.0062875,           0.0062875
                  32,            0.040784,             0.01316,           0.0027903,               0.929,             0.87926,              0.9273,             0.54534,            0.038215,           0.0065727,           0.0021038,           0.0061637,           0.0061637,           0.0061637
                  33,            0.039258,            0.012306,           0.0040327,             0.93253,             0.88591,             0.93509,             0.52771,            0.038498,            0.006628,           0.0020027,             0.00604,             0.00604,             0.00604
                  34,            0.039495,            0.012548,            0.003647,             0.92191,             0.86554,             0.92895,             0.58281,            0.034502,           0.0066434,            0.002139,           0.0059163,           0.0059163,           0.0059163
                  35,            0.039126,            0.012817,            0.003277,             0.91927,             0.89785,             0.93409,             0.58097,            0.035711,           0.0065329,           0.0021106,           0.0057925,           0.0057925,           0.0057925
                  36,            0.038236,            0.012721,           0.0027038,             0.92494,              0.8615,             0.93301,             0.59063,            0.033602,           0.0064083,           0.0019895,           0.0056688,           0.0056688,           0.0056688
                  37,            0.037671,            0.012675,           0.0032872,             0.89632,             0.90482,             0.93029,             0.60762,            0.034539,            0.006296,           0.0019706,            0.005545,            0.005545,            0.005545
                  38,            0.038877,            0.012848,           0.0027739,             0.91916,             0.90051,             0.93625,             0.62032,            0.034683,           0.0063193,           0.0019591,           0.0054212,           0.0054212,           0.0054212
                  39,            0.037415,            0.012676,            0.003468,             0.93438,             0.91417,             0.94894,             0.63868,            0.033603,           0.0061615,           0.0018695,           0.0052975,           0.0052975,           0.0052975
                  40,            0.037197,            0.012377,           0.0028743,             0.92374,             0.88604,              0.9284,             0.62318,            0.033246,           0.0062588,           0.0018671,           0.0051737,           0.0051737,           0.0051737
                  41,            0.037763,            0.012331,           0.0032105,             0.91425,             0.88229,             0.94502,             0.59871,            0.033905,           0.0061989,           0.0018269,             0.00505,             0.00505,             0.00505
                  42,            0.038817,            0.012364,            0.002518,             0.92464,               0.901,             0.94162,             0.62367,            0.033907,           0.0061864,           0.0017879,           0.0049263,           0.0049263,           0.0049263
                  43,            0.036124,            0.011621,           0.0024342,             0.92776,             0.92702,             0.94543,             0.62888,             0.03109,           0.0060736,           0.0018035,           0.0048025,           0.0048025,           0.0048025
                  44,            0.037554,            0.012795,           0.0036185,             0.94923,              0.9105,             0.95235,             0.63628,            0.030569,           0.0061508,           0.0018636,           0.0046788,           0.0046788,           0.0046788
                  45,            0.036556,            0.011448,           0.0023905,             0.93973,             0.88604,             0.94371,             0.63489,            0.029806,           0.0060618,           0.0018213,            0.004555,            0.004555,            0.004555
                  46,              0.0359,            0.012011,           0.0030847,             0.91123,             0.92424,             0.94821,             0.61048,            0.029857,           0.0060941,           0.0017958,           0.0044313,           0.0044313,           0.0044313
                  47,            0.035133,            0.012059,           0.0022182,             0.91609,             0.91883,             0.94443,             0.61499,            0.030654,           0.0060232,           0.0018053,           0.0043075,           0.0043075,           0.0043075
                  48,            0.035613,            0.012082,           0.0024172,             0.93977,             0.92676,             0.95479,             0.64623,            0.028416,           0.0060795,           0.0018338,           0.0041837,           0.0041837,           0.0041837
                  49,            0.033454,            0.011332,           0.0024586,             0.92914,             0.91213,             0.95495,             0.67766,            0.029099,           0.0059258,           0.0017818,             0.00406,             0.00406,             0.00406
                  50,            0.034189,            0.012171,           0.0022165,             0.94904,             0.87784,              0.9443,             0.66252,            0.030268,           0.0058901,           0.0016995,           0.0039362,           0.0039362,           0.0039362
                  51,            0.034684,            0.012026,           0.0032938,             0.92683,             0.92161,             0.95638,              0.6653,            0.028446,           0.0059223,           0.0017439,           0.0038125,           0.0038125,           0.0038125
                  52,            0.034052,            0.011773,           0.0021685,             0.93195,             0.90243,             0.94219,             0.65957,            0.028811,           0.0058836,           0.0017488,           0.0036888,           0.0036888,           0.0036888
                  53,            0.034762,            0.011622,             0.00235,             0.92462,              0.9105,             0.94407,             0.63799,            0.029906,           0.0059963,           0.0017267,            0.003565,            0.003565,            0.003565
                  54,            0.032286,            0.011652,           0.0023681,             0.92725,             0.91883,             0.94489,             0.64473,            0.028831,           0.0058771,           0.0016762,           0.0034413,           0.0034413,           0.0034413
                  55,            0.032565,            0.011746,           0.0025671,             0.95037,             0.90243,             0.94445,             0.65357,            0.028892,           0.0058554,           0.0017041,           0.0033175,           0.0033175,           0.0033175
                  56,            0.032031,            0.011561,           0.0025411,             0.94467,             0.90719,             0.94424,             0.64845,            0.029099,           0.0058099,           0.0017478,           0.0031938,           0.0031938,           0.0031938
                  57,            0.031697,            0.011993,           0.0019535,             0.92429,             0.88591,             0.93781,             0.64581,            0.030816,           0.0059594,           0.0017264,             0.00307,             0.00307,             0.00307
                  58,            0.030555,            0.010716,           0.0019542,             0.91389,             0.92689,             0.94832,             0.64916,            0.029707,           0.0058694,           0.0016605,           0.0029462,           0.0029462,           0.0029462
                  59,            0.032422,            0.011128,           0.0024713,             0.93011,             0.92702,              0.9463,             0.67655,            0.026979,           0.0057178,           0.0016291,           0.0028225,           0.0028225,           0.0028225
                  60,            0.031547,            0.010911,           0.0025339,             0.94576,             0.91423,             0.94402,             0.67245,             0.02852,           0.0057922,           0.0016526,           0.0026987,           0.0026987,           0.0026987
                  61,            0.031178,            0.011153,           0.0022519,             0.94328,             0.91883,             0.94606,             0.67002,            0.027975,           0.0058299,           0.0015968,            0.002575,            0.002575,            0.002575
                  62,            0.031471,            0.011795,           0.0024512,             0.94743,             0.93509,             0.95521,             0.68048,            0.027897,           0.0057349,           0.0015605,           0.0024513,           0.0024513,           0.0024513
                  63,             0.03103,            0.011375,           0.0019623,             0.95432,             0.92061,             0.94448,             0.66755,            0.028135,           0.0056686,           0.0015369,           0.0023275,           0.0023275,           0.0023275
                  64,            0.030709,            0.011432,           0.0020194,             0.95088,             0.93509,             0.95213,             0.67905,            0.028526,           0.0056604,           0.0015386,           0.0022038,           0.0022038,           0.0022038
                  65,             0.02997,            0.011077,           0.0017585,             0.95231,             0.93044,             0.95377,             0.68696,            0.026823,           0.0056329,           0.0015157,             0.00208,             0.00208,             0.00208
                  66,            0.030332,             0.01101,           0.0029148,             0.94796,             0.93752,             0.95658,             0.68294,             0.02692,           0.0055852,           0.0015373,           0.0019563,           0.0019563,           0.0019563
                  67,            0.029808,            0.011171,           0.0017874,             0.94821,             0.93589,             0.95841,             0.68721,            0.026083,            0.005546,           0.0015032,           0.0018325,           0.0018325,           0.0018325
                  68,            0.029288,            0.010954,           0.0025191,             0.94884,             0.93604,             0.95819,             0.69334,            0.026634,           0.0054827,           0.0014785,           0.0017087,           0.0017087,           0.0017087
                  69,            0.028831,            0.010782,           0.0022346,             0.93532,             0.93579,             0.95885,             0.69813,            0.026382,           0.0055197,           0.0014493,            0.001585,            0.001585,            0.001585
                  70,             0.02822,            0.010836,            0.001987,             0.92776,             0.94449,             0.95848,              0.6931,            0.026308,           0.0055212,           0.0014574,           0.0014612,           0.0014612,           0.0014612
                  71,            0.029642,             0.01089,           0.0019958,             0.94603,             0.92689,             0.95605,             0.68437,            0.027466,           0.0054861,           0.0014575,           0.0013375,           0.0013375,           0.0013375
                  72,             0.02973,            0.011063,           0.0021918,             0.94882,              0.9269,             0.95634,             0.67281,            0.026401,            0.005522,           0.0014159,           0.0012138,           0.0012138,           0.0012138
                  73,            0.029161,            0.011481,           0.0020353,             0.96245,             0.92467,             0.95737,              0.6729,            0.026606,            0.005557,           0.0014219,             0.00109,             0.00109,             0.00109
                  74,             0.02904,            0.011258,           0.0018924,             0.95936,             0.92689,             0.95867,             0.67706,            0.026179,           0.0055305,           0.0013914,          0.00096625,          0.00096625,          0.00096625
                  75,            0.028538,            0.011033,           0.0021575,             0.95312,             0.92689,             0.95892,             0.67727,            0.026323,           0.0054631,           0.0013749,           0.0008425,           0.0008425,           0.0008425
                  76,            0.027775,            0.010845,           0.0024942,             0.95529,             0.92391,             0.95789,             0.68683,            0.025648,            0.005395,           0.0013474,          0.00071875,          0.00071875,          0.00071875
                  77,            0.028572,            0.010929,            0.001793,             0.95619,             0.92689,             0.95834,             0.69438,            0.025319,           0.0053882,           0.0013581,            0.000595,            0.000595,            0.000595
                  78,            0.027282,            0.011345,           0.0022726,             0.95782,             0.92472,             0.95898,             0.69664,            0.025262,           0.0053897,           0.0013484,          0.00047125,          0.00047125,          0.00047125
                  79,            0.028117,            0.010495,           0.0018206,             0.95034,             0.93126,              0.9581,             0.69133,            0.025267,           0.0053961,           0.0013363,           0.0003475,           0.0003475,           0.0003475
