               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.047729,            0.015643,            0.003754,              0.7232,             0.90217,             0.85845,             0.42148,            0.042988,           0.0088788,           0.0024304,           0.0087625,           0.0087625,           0.0087625
                  12,            0.046515,            0.015802,           0.0028814,             0.84675,             0.90367,             0.93842,             0.55221,            0.039663,           0.0085903,           0.0021255,           0.0086388,           0.0086388,           0.0086388
                  13,            0.043232,            0.015589,           0.0032338,             0.67733,             0.86978,             0.82134,             0.44709,            0.039322,           0.0085896,           0.0023745,            0.008515,            0.008515,            0.008515
                  14,            0.042935,            0.014306,           0.0033729,             0.71594,             0.89753,             0.89189,             0.56805,            0.040602,           0.0085325,           0.0027304,           0.0083913,           0.0083913,           0.0083913
                  15,            0.040811,            0.014047,           0.0032211,             0.94583,             0.88577,             0.96134,              0.5808,            0.034697,           0.0084787,           0.0024221,           0.0082675,           0.0082675,           0.0082675
                  16,            0.040643,            0.014895,           0.0028262,             0.93643,             0.94326,             0.97301,             0.56632,            0.035067,           0.0082289,           0.0021745,           0.0081437,           0.0081437,           0.0081437
                  17,            0.039036,             0.01446,           0.0026905,             0.93745,             0.91843,             0.97045,             0.61667,            0.031755,             0.00806,           0.0020974,             0.00802,             0.00802,             0.00802
                  18,            0.039118,            0.013717,           0.0029427,              0.9045,             0.95026,             0.95647,             0.59783,            0.037069,           0.0077953,           0.0023137,           0.0078963,           0.0078963,           0.0078963
                  19,            0.036301,            0.014105,           0.0033465,             0.93425,             0.95122,             0.97307,             0.60653,            0.032789,           0.0076132,           0.0023727,           0.0077725,           0.0077725,           0.0077725
                  20,            0.038018,            0.013388,           0.0029221,             0.95959,             0.94302,             0.97894,             0.64032,            0.033204,           0.0075263,            0.002061,           0.0076488,           0.0076488,           0.0076488
                  21,            0.035216,            0.012683,           0.0027092,             0.94108,             0.94302,              0.9743,              0.6079,            0.031904,           0.0075631,           0.0017757,            0.007525,            0.007525,            0.007525
                  22,            0.036836,            0.013596,           0.0024894,             0.94349,             0.93422,             0.97781,             0.62806,            0.031291,            0.007528,           0.0016716,           0.0074013,           0.0074013,           0.0074013
                  23,            0.035925,            0.013742,           0.0031504,             0.96994,             0.92663,             0.97861,             0.68248,            0.030175,           0.0073896,           0.0022975,           0.0072775,           0.0072775,           0.0072775
                  24,            0.033548,            0.013164,           0.0027818,             0.95396,               0.931,              0.9762,             0.62507,            0.032247,           0.0073411,           0.0020401,           0.0071538,           0.0071538,           0.0071538
                  25,            0.034024,            0.012964,           0.0023023,             0.95931,             0.94302,             0.98178,             0.68679,            0.026299,           0.0071302,           0.0018496,             0.00703,             0.00703,             0.00703
                  26,            0.033254,            0.013909,           0.0029569,             0.94438,             0.96004,             0.98153,             0.71209,            0.024855,           0.0069478,           0.0017316,           0.0069063,           0.0069063,           0.0069063
                  27,            0.032752,            0.013135,           0.0023299,             0.93009,             0.96815,             0.98291,             0.69073,            0.026586,           0.0068499,           0.0015883,           0.0067825,           0.0067825,           0.0067825
                  28,            0.031647,             0.01282,           0.0024366,             0.95536,             0.96332,             0.98584,             0.70437,             0.02353,           0.0066533,           0.0014716,           0.0066587,           0.0066587,           0.0066587
                  29,            0.031207,            0.013202,           0.0021119,             0.97979,             0.93839,             0.98498,             0.71735,            0.024932,           0.0067336,           0.0016094,            0.006535,            0.006535,            0.006535
                  30,            0.030236,            0.011937,           0.0024782,              0.9619,             0.95122,             0.98337,             0.68711,            0.028432,           0.0067762,            0.001822,           0.0064112,           0.0064112,           0.0064112
                  31,            0.031791,            0.012198,           0.0023844,             0.97204,             0.95122,             0.98606,             0.69966,            0.028105,            0.006591,           0.0018095,           0.0062875,           0.0062875,           0.0062875
                  32,            0.030619,            0.012292,           0.0025845,             0.98175,             0.93933,             0.98582,             0.71894,            0.022656,           0.0064905,           0.0017386,           0.0061637,           0.0061637,           0.0061637
                  33,            0.030391,            0.012107,           0.0017602,             0.98338,              0.9391,             0.98629,             0.69807,            0.026935,           0.0066093,           0.0015855,             0.00604,             0.00604,             0.00604
                  34,            0.029267,            0.012107,           0.0018141,              0.9549,             0.97786,             0.98688,             0.70183,            0.023754,           0.0064318,           0.0018801,           0.0059163,           0.0059163,           0.0059163
                  35,            0.031372,            0.011922,           0.0020664,             0.99552,             0.94378,             0.98842,             0.74977,            0.023393,           0.0064968,           0.0016079,           0.0057925,           0.0057925,           0.0057925
                  36,            0.028433,            0.012312,             0.00219,             0.99176,             0.95478,             0.98626,             0.74916,             0.02265,           0.0063287,            0.001606,           0.0056688,           0.0056688,           0.0056688
                  37,             0.02834,            0.011864,           0.0018681,             0.99173,             0.95345,             0.98146,             0.78116,            0.021306,           0.0062312,           0.0015103,            0.005545,            0.005545,            0.005545
                  38,            0.027592,            0.011692,           0.0020145,             0.98975,             0.96739,             0.98323,             0.75387,            0.023572,           0.0064354,            0.001498,           0.0054212,           0.0054212,           0.0054212
                  39,            0.027907,            0.011829,            0.001846,             0.97466,             0.97489,             0.98647,              0.7205,            0.025095,           0.0063915,           0.0014452,           0.0052975,           0.0052975,           0.0052975
                  40,            0.028122,            0.012415,           0.0021622,             0.99133,             0.94315,             0.98734,             0.74318,            0.020494,           0.0060588,           0.0015004,           0.0051737,           0.0051737,           0.0051737
                  41,            0.027088,            0.011669,           0.0016559,             0.98686,             0.94816,             0.98487,              0.7365,            0.022374,           0.0061138,           0.0015045,             0.00505,             0.00505,             0.00505
                  42,            0.027529,             0.01146,           0.0021327,             0.98282,              0.9679,             0.98522,             0.74678,             0.02129,           0.0061114,           0.0014286,           0.0049263,           0.0049263,           0.0049263
                  43,            0.025932,            0.011025,           0.0018283,             0.96943,             0.95876,             0.98662,             0.74867,            0.023247,           0.0061821,            0.001336,           0.0048025,           0.0048025,           0.0048025
                  44,            0.027116,            0.011422,           0.0017822,             0.98905,              0.9552,             0.98755,             0.76396,            0.023332,           0.0060597,           0.0012297,           0.0046788,           0.0046788,           0.0046788
                  45,            0.026167,            0.011225,           0.0018673,             0.95659,             0.97453,             0.98734,              0.7787,            0.020597,           0.0058284,           0.0011463,            0.004555,            0.004555,            0.004555
                  46,            0.026064,            0.011503,           0.0017338,              0.9846,             0.96408,             0.98885,             0.77159,            0.020699,           0.0058224,           0.0011263,           0.0044313,           0.0044313,           0.0044313
                  47,            0.025946,             0.01069,           0.0017209,             0.99385,             0.95993,             0.98887,             0.75804,            0.020315,           0.0058193,           0.0011527,           0.0043075,           0.0043075,           0.0043075
                  48,            0.025353,            0.011349,            0.001886,             0.98443,             0.96748,             0.98867,             0.77688,            0.019264,           0.0057869,           0.0011772,           0.0041837,           0.0041837,           0.0041837
                  49,            0.024014,            0.010513,           0.0012385,             0.99176,             0.97213,             0.98892,             0.77641,            0.021281,           0.0058478,           0.0011723,             0.00406,             0.00406,             0.00406
                  50,            0.024802,            0.011536,            0.001665,             0.96656,              0.9902,             0.98894,             0.78573,            0.018907,           0.0056947,           0.0011814,           0.0039362,           0.0039362,           0.0039362
                  51,            0.024184,            0.011508,           0.0014094,             0.95955,             0.98722,             0.98913,             0.77983,            0.020457,           0.0057338,           0.0011517,           0.0038125,           0.0038125,           0.0038125
                  52,            0.023939,            0.010428,           0.0017117,             0.97187,             0.97567,               0.989,             0.78272,            0.019043,           0.0056242,           0.0012021,           0.0036888,           0.0036888,           0.0036888
                  53,            0.024037,            0.010543,           0.0014949,             0.97208,             0.97567,             0.98873,             0.78163,            0.018631,           0.0056295,           0.0011904,            0.003565,            0.003565,            0.003565
                  54,             0.02324,            0.010714,           0.0017413,             0.99242,             0.95122,             0.98865,             0.81316,            0.017448,           0.0054807,           0.0011135,           0.0034413,           0.0034413,           0.0034413
                  55,            0.022783,            0.010484,           0.0018077,             0.99549,             0.95495,              0.9893,             0.80344,            0.017865,           0.0055202,           0.0010879,           0.0033175,           0.0033175,           0.0033175
                  56,            0.022823,            0.010534,           0.0015545,             0.99217,             0.96158,             0.98978,             0.81282,            0.017378,           0.0054682,            0.001075,           0.0031938,           0.0031938,           0.0031938
                  57,            0.023477,            0.011741,            0.001519,                   1,             0.95527,             0.98892,             0.80434,            0.018257,           0.0055598,           0.0010493,             0.00307,             0.00307,             0.00307
                  58,            0.023252,            0.010171,           0.0011957,             0.99512,             0.94302,             0.98796,               0.804,            0.018342,           0.0055902,           0.0010123,           0.0029462,           0.0029462,           0.0029462
                  59,            0.022555,            0.010348,           0.0014673,              0.9938,             0.94302,             0.98852,             0.80134,             0.01765,           0.0055324,           0.0010079,           0.0028225,           0.0028225,           0.0028225
                  60,            0.021721,           0.0097131,           0.0013285,             0.99263,             0.95703,             0.98929,             0.81025,            0.017975,            0.005473,           0.0010153,           0.0026987,           0.0026987,           0.0026987
                  61,            0.021172,            0.010602,           0.0012024,                   1,             0.95508,             0.98874,             0.78956,            0.017851,           0.0055615,           0.0010061,            0.002575,            0.002575,            0.002575
                  62,            0.021339,            0.010505,           0.0016555,             0.99922,             0.95928,             0.98829,             0.81441,            0.017159,           0.0054161,           0.0010368,           0.0024513,           0.0024513,           0.0024513
                  63,            0.021227,            0.010249,           0.0015473,             0.97889,             0.96257,             0.98826,             0.80749,            0.018211,           0.0054632,           0.0010825,           0.0023275,           0.0023275,           0.0023275
                  64,            0.021577,            0.010821,           0.0014657,             0.99872,             0.95919,             0.98876,             0.81907,             0.01661,           0.0053733,           0.0010688,           0.0022038,           0.0022038,           0.0022038
                  65,            0.020343,           0.0096747,           0.0013471,             0.98483,             0.95122,             0.98802,             0.82563,            0.016431,           0.0053787,           0.0010107,             0.00208,             0.00208,             0.00208
                  66,            0.020301,            0.010223,            0.001498,             0.99467,             0.95122,             0.98708,             0.82481,            0.016221,           0.0054017,            0.001005,           0.0019563,           0.0019563,           0.0019563
                  67,            0.020583,            0.010056,            0.001319,             0.99698,             0.95612,              0.9878,             0.82196,            0.016238,           0.0053661,          0.00096131,           0.0018325,           0.0018325,           0.0018325
                  68,            0.019464,           0.0098759,           0.0011861,             0.99822,             0.95095,              0.9878,             0.81671,            0.016607,            0.005368,          0.00091931,           0.0017087,           0.0017087,           0.0017087
                  69,            0.020524,           0.0098791,           0.0012477,             0.99106,              0.9515,             0.98854,             0.82301,            0.015938,           0.0053114,          0.00089186,            0.001585,            0.001585,            0.001585
                  70,            0.020095,           0.0098943,           0.0013523,             0.99582,             0.95641,             0.98869,             0.82578,            0.015606,           0.0053017,          0.00087058,           0.0014612,           0.0014612,           0.0014612
                  71,            0.019173,            0.010004,           0.0014507,             0.99678,             0.95568,             0.98781,             0.81962,             0.01572,           0.0053098,          0.00084936,           0.0013375,           0.0013375,           0.0013375
                  72,             0.01957,           0.0099177,           0.0012036,             0.99494,             0.95705,             0.98768,             0.82302,             0.01585,           0.0053143,          0.00084264,           0.0012138,           0.0012138,           0.0012138
                  73,            0.019269,            0.010137,           0.0016357,             0.99856,             0.95679,             0.98823,             0.82721,            0.015763,           0.0052859,          0.00082576,             0.00109,             0.00109,             0.00109
                  74,            0.019301,           0.0094656,           0.0010787,              0.9796,             0.96748,             0.98765,             0.82546,            0.015615,           0.0052638,          0.00080804,          0.00096625,          0.00096625,          0.00096625
                  75,            0.018469,           0.0095651,           0.0014498,             0.99707,             0.95617,             0.98786,             0.83079,            0.015601,           0.0052411,          0.00080453,           0.0008425,           0.0008425,           0.0008425
                  76,            0.019456,           0.0098347,            0.001159,             0.99724,             0.95641,             0.98799,             0.82771,            0.015305,           0.0051751,          0.00080669,          0.00071875,          0.00071875,          0.00071875
                  77,            0.018044,           0.0095542,           0.0011947,             0.99993,             0.95682,             0.98861,               0.833,            0.015427,           0.0051406,          0.00079908,            0.000595,            0.000595,            0.000595
                  78,            0.018477,           0.0096174,           0.0013318,             0.98926,             0.96381,             0.98873,             0.83432,            0.015011,           0.0050993,          0.00077875,          0.00047125,          0.00047125,          0.00047125
                  79,            0.018251,           0.0090892,           0.0010184,             0.98873,             0.96506,             0.98839,             0.83471,            0.015117,           0.0051156,           0.0007758,           0.0003475,           0.0003475,           0.0003475
